p:activation,p:batch_size,p:dropout_rate,p:learning_rate,p:num_epochs,p:units,objective,job_id,m:timestamp_submit,m:timestamp_gather,m:loss,m:val_loss,m:accuracy,m:val_accuracy,m:num_parameters,m:num_parameters_train
relu,32,0.5,0.001,50,32,0.8360655903816223,0,35.1544451713562,38.896772146224976,"[0.9084942936897278, 0.8130889534950256, 0.733883798122406, 0.7078508734703064, 0.6321189999580383, 0.6191266179084778, 0.5618065595626831, 0.5601609945297241, 0.5020679831504822, 0.48026135563850403, 0.4960555136203766, 0.45274487137794495, 0.4523751735687256, 0.4525715112686157, 0.41553348302841187, 0.405279278755188, 0.3988897502422333, 0.3793240785598755, 0.3610314130783081, 0.382127970457077, 0.3929440975189209, 0.3671833574771881, 0.37984949350357056, 0.3660847544670105, 0.3565238118171692, 0.36092957854270935, 0.34085994958877563, 0.32932642102241516, 0.32160821557044983, 0.35528215765953064, 0.33853358030319214, 0.32887235283851624, 0.32612305879592896, 0.3187244236469269, 0.321189820766449, 0.3041630685329437, 0.3181094527244568, 0.33379167318344116, 0.30358874797821045, 0.30860456824302673, 0.29898014664649963, 0.30723732709884644, 0.295020192861557, 0.3264199197292328, 0.2995465099811554, 0.2939426600933075, 0.30676472187042236, 0.2636750340461731, 0.30187132954597473, 0.28263723850250244]","[0.8104687333106995, 0.731106162071228, 0.6646744608879089, 0.6112263202667236, 0.5698227286338806, 0.5352461934089661, 0.506524384021759, 0.4830772578716278, 0.4656620919704437, 0.4487032890319824, 0.4349021911621094, 0.42489272356033325, 0.4153593182563782, 0.40759557485580444, 0.40032950043678284, 0.39530932903289795, 0.39058196544647217, 0.3864198625087738, 0.3842846751213074, 0.38196974992752075, 0.3809785544872284, 0.3797536790370941, 0.3792477548122406, 0.37960389256477356, 0.37821733951568604, 0.37898704409599304, 0.3790050148963928, 0.37991225719451904, 0.3819580376148224, 0.3812013864517212, 0.38185808062553406, 0.38213276863098145, 0.3816956877708435, 0.38112765550613403, 0.38031959533691406, 0.38116273283958435, 0.3826955556869507, 0.38256946206092834, 0.38316795229911804, 0.3848647475242615, 0.38560372591018677, 0.38467493653297424, 0.3849250078201294, 0.38636893033981323, 0.38744795322418213, 0.3867189884185791, 0.3866838812828064, 0.3867143392562866, 0.3872620761394501, 0.38741815090179443]","[0.3595041334629059, 0.42975205183029175, 0.5454545617103577, 0.5330578684806824, 0.6570248007774353, 0.6487603187561035, 0.7066115736961365, 0.7231404781341553, 0.7520661354064941, 0.7933884263038635, 0.7644628286361694, 0.7727272510528564, 0.8099173307418823, 0.8016529083251953, 0.8388429880142212, 0.8181818127632141, 0.8264462947845459, 0.8429751992225647, 0.8429751992225647, 0.8388429880142212, 0.8305785059928894, 0.8099173307418823, 0.8388429880142212, 0.8305785059928894, 0.8347107172012329, 0.8719007968902588, 0.8512396812438965, 0.8636363744735718, 0.85537189245224, 0.8636363744735718, 0.8512396812438965, 0.8595041036605835, 0.8429751992225647, 0.8677685856819153, 0.8760330677032471, 0.8801652789115906, 0.8801652789115906, 0.8388429880142212, 0.8801652789115906, 0.8801652789115906, 0.8760330677032471, 0.8636363744735718, 0.8636363744735718, 0.85537189245224, 0.8719007968902588, 0.8719007968902588, 0.8760330677032471, 0.8801652789115906, 0.8760330677032471, 0.8925619721412659]","[0.2950819730758667, 0.4098360538482666, 0.6393442749977112, 0.7377049326896667, 0.7704917788505554, 0.8196721076965332, 0.8360655903816223, 0.8360655903816223, 0.8196721076965332, 0.8032786846160889, 0.8032786846160889, 0.8032786846160889, 0.8032786846160889, 0.8032786846160889, 0.8032786846160889, 0.8196721076965332, 0.8196721076965332, 0.8360655903816223, 0.8360655903816223, 0.8360655903816223, 0.8360655903816223, 0.8360655903816223, 0.868852436542511, 0.868852436542511, 0.868852436542511, 0.868852436542511, 0.868852436542511, 0.868852436542511, 0.868852436542511, 0.868852436542511, 0.868852436542511, 0.868852436542511, 0.868852436542511, 0.868852436542511, 0.868852436542511, 0.868852436542511, 0.868852436542511, 0.868852436542511, 0.868852436542511, 0.8360655903816223, 0.8360655903816223, 0.868852436542511, 0.868852436542511, 0.8360655903816223, 0.8360655903816223, 0.8360655903816223, 0.8360655903816223, 0.8360655903816223, 0.8360655903816223, 0.8360655903816223]",18,1217
linear,142,0.15129883510644793,0.00019074424454702162,72,60,0.8524590134620667,1,39.26858592033386,40.950438261032104,"[0.8756723403930664, 0.8481727242469788, 0.8370428085327148, 0.8301984667778015, 0.8161978125572205, 0.8066926598548889, 0.8057440519332886, 0.7872431874275208, 0.7533985376358032, 0.7430099844932556, 0.7296710014343262, 0.7226884365081787, 0.7005068063735962, 0.6946431398391724, 0.6829349398612976, 0.6800431609153748, 0.6819920539855957, 0.6728740334510803, 0.673651397228241, 0.6658641695976257, 0.6307337880134583, 0.6438823342323303, 0.6254728436470032, 0.616072952747345, 0.6101749539375305, 0.5971699357032776, 0.6115847229957581, 0.5930795073509216, 0.5772233009338379, 0.5753781199455261, 0.5642296075820923, 0.5547101497650146, 0.5446975231170654, 0.5428732633590698, 0.5251320600509644, 0.5375296473503113, 0.5203601717948914, 0.5360926985740662, 0.5109512209892273, 0.5343727469444275, 0.5115044116973877, 0.5088435411453247, 0.500080406665802, 0.5132229328155518, 0.4975408613681793, 0.5029425024986267, 0.4770222306251526, 0.4847985804080963, 0.48885151743888855, 0.47186172008514404, 0.49632537364959717, 0.4790385365486145, 0.4717893898487091, 0.46843522787094116, 0.47378090023994446, 0.4677485525608063, 0.46331846714019775, 0.4619402289390564, 0.4573068916797638, 0.4406358003616333, 0.4513610601425171, 0.43920937180519104, 0.45449143648147583, 0.4486061930656433, 0.4327925443649292, 0.43542271852493286, 0.43573760986328125, 0.4416826069355011, 0.42806828022003174, 0.4372653663158417, 0.42731016874313354, 0.4290589392185211]","[0.9260995388031006, 0.9096766710281372, 0.8936018347740173, 0.8779359459877014, 0.8626726269721985, 0.8476344347000122, 0.8329454660415649, 0.818534791469574, 0.804480254650116, 0.7908058166503906, 0.7776079773902893, 0.7647797465324402, 0.7522091269493103, 0.7399141788482666, 0.7280093431472778, 0.7164134383201599, 0.7051658630371094, 0.6943197846412659, 0.683799147605896, 0.6735845804214478, 0.6636726260185242, 0.6540665030479431, 0.6447743773460388, 0.63578200340271, 0.6270734667778015, 0.6185923218727112, 0.6104021072387695, 0.6024763584136963, 0.5949193239212036, 0.5875640511512756, 0.5804502367973328, 0.5735702514648438, 0.5669990181922913, 0.5606294274330139, 0.5544911026954651, 0.5486236214637756, 0.5429913997650146, 0.5375242233276367, 0.5323228240013123, 0.5272240042686462, 0.5222930908203125, 0.517571210861206, 0.513026773929596, 0.5086423754692078, 0.5043666958808899, 0.5002700090408325, 0.4964098632335663, 0.492654412984848, 0.4890751242637634, 0.4856056272983551, 0.4822232723236084, 0.47894933819770813, 0.47576645016670227, 0.4726746082305908, 0.46971559524536133, 0.466835618019104, 0.46405932307243347, 0.4613568186759949, 0.4587365984916687, 0.4561360478401184, 0.45367884635925293, 0.4512753188610077, 0.44893592596054077, 0.44664672017097473, 0.4444407820701599, 0.4422895610332489, 0.4402333199977875, 0.4382353127002716, 0.43633872270584106, 0.4344996511936188, 0.4326859712600708, 0.43090716004371643]","[0.37603306770324707, 0.3636363744735718, 0.3801652789115906, 0.37603306770324707, 0.40495866537094116, 0.41322314739227295, 0.41735535860061646, 0.45041322708129883, 0.4710743725299835, 0.4958677589893341, 0.5289255976676941, 0.5413222908973694, 0.5413222908973694, 0.5537189841270447, 0.56611567735672, 0.5991735458374023, 0.6033057570457458, 0.5991735458374023, 0.6239669322967529, 0.6239669322967529, 0.6818181872367859, 0.6611570119857788, 0.6900826692581177, 0.6776859760284424, 0.6983470916748047, 0.7190082669258118, 0.6983470916748047, 0.6942148804664612, 0.7190082669258118, 0.7314049601554871, 0.7396694421768188, 0.7561983466148376, 0.7685950398445129, 0.7851239442825317, 0.7933884263038635, 0.7644628286361694, 0.78925621509552, 0.7809917330741882, 0.8223140239715576, 0.7768595218658447, 0.8057851195335388, 0.7685950398445129, 0.7933884263038635, 0.7561983466148376, 0.7933884263038635, 0.8057851195335388, 0.8223140239715576, 0.8223140239715576, 0.8099173307418823, 0.8016529083251953, 0.7851239442825317, 0.8264462947845459, 0.8181818127632141, 0.8264462947845459, 0.78925621509552, 0.8264462947845459, 0.8181818127632141, 0.8181818127632141, 0.8140496015548706, 0.8223140239715576, 0.8305785059928894, 0.8347107172012329, 0.8264462947845459, 0.8264462947845459, 0.8347107172012329, 0.8305785059928894, 0.8057851195335388, 0.8181818127632141, 0.8305785059928894, 0.8181818127632141, 0.8223140239715576, 0.8388429880142212]","[0.37704917788505554, 0.37704917788505554, 0.37704917788505554, 0.37704917788505554, 0.39344263076782227, 0.39344263076782227, 0.39344263076782227, 0.39344263076782227, 0.4262295067310333, 0.44262295961380005, 0.44262295961380005, 0.4262295067310333, 0.4590163826942444, 0.4590163826942444, 0.49180328845977783, 0.5245901346206665, 0.5245901346206665, 0.5409836173057556, 0.5901639461517334, 0.6065573692321777, 0.6065573692321777, 0.6065573692321777, 0.6229507923126221, 0.6229507923126221, 0.6229507923126221, 0.6393442749977112, 0.6393442749977112, 0.6721311211585999, 0.7049180269241333, 0.7213114500045776, 0.7377049326896667, 0.7377049326896667, 0.7377049326896667, 0.7377049326896667, 0.7213114500045776, 0.7213114500045776, 0.7377049326896667, 0.7868852615356445, 0.7868852615356445, 0.7868852615356445, 0.7868852615356445, 0.7868852615356445, 0.7868852615356445, 0.8032786846160889, 0.8032786846160889, 0.8032786846160889, 0.8032786846160889, 0.8032786846160889, 0.8032786846160889, 0.8032786846160889, 0.8196721076965332, 0.8196721076965332, 0.8360655903816223, 0.8524590134620667, 0.8524590134620667, 0.8524590134620667, 0.8360655903816223, 0.8360655903816223, 0.8360655903816223, 0.8360655903816223, 0.8360655903816223, 0.8360655903816223, 0.8360655903816223, 0.8360655903816223, 0.8524590134620667, 0.8524590134620667, 0.8524590134620667, 0.8524590134620667, 0.8524590134620667, 0.8524590134620667, 0.8524590134620667, 0.8524590134620667]",18,2281
gelu,70,0.04386966265443123,5.814233670089434e-05,25,71,0.7377049326896667,2,41.09449124336243,42.51073098182678,"[0.6396270990371704, 0.6354714035987854, 0.6323714256286621, 0.6316392421722412, 0.624110996723175, 0.6247290372848511, 0.6233611106872559, 0.6227864027023315, 0.6164868474006653, 0.6156983971595764, 0.6132514476776123, 0.6069207191467285, 0.6087825298309326, 0.6084336638450623, 0.6004794836044312, 0.603218674659729, 0.5917976498603821, 0.5932980179786682, 0.5945753455162048, 0.5893259048461914, 0.5906011462211609, 0.5851393938064575, 0.5841857194900513, 0.5798709988594055, 0.579886794090271]","[0.6551849246025085, 0.6523110866546631, 0.6495038270950317, 0.6467157602310181, 0.6439580321311951, 0.641196072101593, 0.6384821534156799, 0.6358003616333008, 0.6331149935722351, 0.6304551959037781, 0.6278239488601685, 0.6252016425132751, 0.6226738095283508, 0.6201698184013367, 0.6177055835723877, 0.6152896285057068, 0.6128159165382385, 0.6104100942611694, 0.6080259680747986, 0.6056442856788635, 0.6032654047012329, 0.6009272336959839, 0.5985763072967529, 0.5963485240936279, 0.5941442251205444]","[0.7148760557174683, 0.7272727489471436, 0.7355371713638306, 0.7272727489471436, 0.7231404781341553, 0.7314049601554871, 0.7561983466148376, 0.7355371713638306, 0.7396694421768188, 0.7231404781341553, 0.7314049601554871, 0.7809917330741882, 0.7272727489471436, 0.7314049601554871, 0.7644628286361694, 0.7644628286361694, 0.7768595218658447, 0.7768595218658447, 0.7479338645935059, 0.7768595218658447, 0.7809917330741882, 0.7685950398445129, 0.7809917330741882, 0.7851239442825317, 0.7727272510528564]","[0.6557376980781555, 0.6557376980781555, 0.6557376980781555, 0.6721311211585999, 0.688524603843689, 0.688524603843689, 0.688524603843689, 0.688524603843689, 0.688524603843689, 0.688524603843689, 0.688524603843689, 0.688524603843689, 0.688524603843689, 0.688524603843689, 0.688524603843689, 0.688524603843689, 0.7049180269241333, 0.7049180269241333, 0.7049180269241333, 0.7049180269241333, 0.7049180269241333, 0.7049180269241333, 0.7049180269241333, 0.7049180269241333, 0.7377049326896667]",18,2699
softsign,105,0.14791146876765449,0.004310872099897014,92,14,0.8196721076965332,3,42.53443717956543,44.120134115219116,"[0.7970975637435913, 0.7150302529335022, 0.6607033610343933, 0.5986260175704956, 0.5658493041992188, 0.5156675577163696, 0.4910670816898346, 0.4714231491088867, 0.4407716989517212, 0.42666810750961304, 0.41116800904273987, 0.37851330637931824, 0.37052690982818604, 0.3556414246559143, 0.34909796714782715, 0.34146133065223694, 0.3408806025981903, 0.33137571811676025, 0.3191114068031311, 0.3163504898548126, 0.3027467131614685, 0.308165967464447, 0.2977255880832672, 0.3038577139377594, 0.29114434123039246, 0.295579195022583, 0.2886843979358673, 0.279565691947937, 0.2755364775657654, 0.2766741216182709, 0.2788533568382263, 0.271323025226593, 0.27120882272720337, 0.264567106962204, 0.2724464237689972, 0.26866674423217773, 0.2626258134841919, 0.26000484824180603, 0.25569579005241394, 0.24625910818576813, 0.2648935317993164, 0.26322612166404724, 0.2569645345211029, 0.24449323117733002, 0.25536057353019714, 0.25066834688186646, 0.24113112688064575, 0.2462891936302185, 0.24355579912662506, 0.24507063627243042, 0.2427731156349182, 0.24988511204719543, 0.24250276386737823, 0.23631048202514648, 0.250582754611969, 0.24180814623832703, 0.25071513652801514, 0.23913568258285522, 0.2376047968864441, 0.24662235379219055, 0.24772444367408752, 0.23141984641551971, 0.23703694343566895, 0.2242985963821411, 0.23087766766548157, 0.23322419822216034, 0.22781629860401154, 0.24204875528812408, 0.21610760688781738, 0.23527619242668152, 0.23524612188339233, 0.23009566962718964, 0.23657967150211334, 0.22844639420509338, 0.23137696087360382, 0.22614262998104095, 0.22344635426998138, 0.2271982878446579, 0.23897819221019745, 0.21459268033504486, 0.2313196063041687, 0.2198255956172943, 0.21817590296268463, 0.2203468233346939, 0.22191616892814636, 0.2220379114151001, 0.22647711634635925, 0.22416633367538452, 0.21866551041603088, 0.22549404203891754, 0.2215593159198761, 0.2116561233997345]","[0.7353838086128235, 0.6615999937057495, 0.6001650094985962, 0.5491035580635071, 0.5077083706855774, 0.4745978116989136, 0.44791433215141296, 0.4270920753479004, 0.4111779034137726, 0.3987247347831726, 0.3892195224761963, 0.3826040029525757, 0.3781365156173706, 0.3760869801044464, 0.37544044852256775, 0.37519174814224243, 0.3742891252040863, 0.3741953372955322, 0.37423762679100037, 0.3754042088985443, 0.3774932622909546, 0.37981414794921875, 0.3824998736381531, 0.3847779929637909, 0.3876791298389435, 0.3903193771839142, 0.39324355125427246, 0.39499416947364807, 0.3963218033313751, 0.39829644560813904, 0.4016197621822357, 0.4039217233657837, 0.4060244858264923, 0.4085758924484253, 0.41003262996673584, 0.41173189878463745, 0.4124462902545929, 0.413898229598999, 0.4163244664669037, 0.4175492823123932, 0.4185483753681183, 0.41975826025009155, 0.42100170254707336, 0.4216838777065277, 0.4232666790485382, 0.42400288581848145, 0.4252762794494629, 0.42640402913093567, 0.4262847304344177, 0.42667216062545776, 0.42698484659194946, 0.4271082878112793, 0.42851412296295166, 0.4298208951950073, 0.4316340386867523, 0.4340691566467285, 0.43611082434654236, 0.438842236995697, 0.4405428171157837, 0.4395483732223511, 0.4379063844680786, 0.4367080330848694, 0.4355865716934204, 0.43428710103034973, 0.43392816185951233, 0.4332520365715027, 0.4329884350299835, 0.43365731835365295, 0.43401727080345154, 0.43340668082237244, 0.43333834409713745, 0.43375399708747864, 0.43446171283721924, 0.43439754843711853, 0.4345146417617798, 0.43412378430366516, 0.4349503815174103, 0.43628808856010437, 0.4388340413570404, 0.441971093416214, 0.4456326961517334, 0.4487088620662689, 0.4492066502571106, 0.4484741985797882, 0.4483015835285187, 0.44845572113990784, 0.4497360289096832, 0.45092999935150146, 0.45176419615745544, 0.4524746835231781, 0.4527277946472168, 0.4526415169239044]","[0.3264462947845459, 0.4958677589893341, 0.64462810754776, 0.7355371713638306, 0.7438016533851624, 0.7727272510528564, 0.7851239442825317, 0.7768595218658447, 0.8140496015548706, 0.8181818127632141, 0.8305785059928894, 0.8347107172012329, 0.8677685856819153, 0.8471074104309082, 0.8636363744735718, 0.8801652789115906, 0.8719007968902588, 0.8760330677032471, 0.8719007968902588, 0.8719007968902588, 0.8719007968902588, 0.8677685856819153, 0.8801652789115906, 0.8677685856819153, 0.8801652789115906, 0.8677685856819153, 0.8719007968902588, 0.8842975497245789, 0.8884297609329224, 0.8842975497245789, 0.8801652789115906, 0.8801652789115906, 0.8966942429542542, 0.8966942429542542, 0.8760330677032471, 0.8884297609329224, 0.8966942429542542, 0.8925619721412659, 0.8842975497245789, 0.9090909361839294, 0.8966942429542542, 0.8636363744735718, 0.8966942429542542, 0.9090909361839294, 0.8966942429542542, 0.8925619721412659, 0.9008264541625977, 0.8925619721412659, 0.9049586653709412, 0.9049586653709412, 0.8966942429542542, 0.8842975497245789, 0.9008264541625977, 0.8966942429542542, 0.8925619721412659, 0.9008264541625977, 0.9008264541625977, 0.8925619721412659, 0.9090909361839294, 0.8925619721412659, 0.8925619721412659, 0.9008264541625977, 0.8966942429542542, 0.8966942429542542, 0.9008264541625977, 0.9090909361839294, 0.9049586653709412, 0.8925619721412659, 0.913223147392273, 0.9008264541625977, 0.8966942429542542, 0.8966942429542542, 0.8884297609329224, 0.9008264541625977, 0.9049586653709412, 0.8966942429542542, 0.913223147392273, 0.8966942429542542, 0.8925619721412659, 0.9008264541625977, 0.9008264541625977, 0.9090909361839294, 0.9090909361839294, 0.8966942429542542, 0.9008264541625977, 0.9049586653709412, 0.9090909361839294, 0.8966942429542542, 0.9049586653709412, 0.8966942429542542, 0.913223147392273, 0.9090909361839294]","[0.39344263076782227, 0.6065573692321777, 0.7213114500045776, 0.7540983557701111, 0.8032786846160889, 0.8032786846160889, 0.8196721076965332, 0.8196721076965332, 0.8196721076965332, 0.8032786846160889, 0.8032786846160889, 0.8196721076965332, 0.8196721076965332, 0.8524590134620667, 0.868852436542511, 0.868852436542511, 0.868852436542511, 0.868852436542511, 0.868852436542511, 0.868852436542511, 0.8524590134620667, 0.8524590134620667, 0.8524590134620667, 0.8524590134620667, 0.8524590134620667, 0.8524590134620667, 0.8360655903816223, 0.8360655903816223, 0.8360655903816223, 0.8360655903816223, 0.8196721076965332, 0.8196721076965332, 0.8196721076965332, 0.8196721076965332, 0.8196721076965332, 0.8196721076965332, 0.8196721076965332, 0.8196721076965332, 0.8196721076965332, 0.8196721076965332, 0.8196721076965332, 0.8196721076965332, 0.8196721076965332, 0.8196721076965332, 0.8032786846160889, 0.8032786846160889, 0.8032786846160889, 0.8032786846160889, 0.8032786846160889, 0.8032786846160889, 0.8032786846160889, 0.8032786846160889, 0.8032786846160889, 0.8032786846160889, 0.8032786846160889, 0.8032786846160889, 0.8032786846160889, 0.8032786846160889, 0.8032786846160889, 0.8032786846160889, 0.8032786846160889, 0.8196721076965332, 0.8032786846160889, 0.8032786846160889, 0.8032786846160889, 0.8032786846160889, 0.8032786846160889, 0.8032786846160889, 0.8032786846160889, 0.8032786846160889, 0.8032786846160889, 0.8032786846160889, 0.8032786846160889, 0.8196721076965332, 0.8032786846160889, 0.8032786846160889, 0.8032786846160889, 0.8032786846160889, 0.8032786846160889, 0.8196721076965332, 0.8196721076965332, 0.8196721076965332, 0.8196721076965332, 0.8196721076965332, 0.8196721076965332, 0.8196721076965332, 0.8196721076965332, 0.8032786846160889, 0.8196721076965332, 0.8196721076965332, 0.8196721076965332, 0.8196721076965332]",18,533
relu,134,0.24425558774708314,0.00011590262169975335,21,104,0.7213114500045776,4,44.141765117645264,45.37848496437073,"[0.717903196811676, 0.7107245326042175, 0.7053346037864685, 0.6987810134887695, 0.6800661683082581, 0.6769331097602844, 0.6819373965263367, 0.6601453423500061, 0.6783943772315979, 0.667236328125, 0.671404242515564, 0.6407222151756287, 0.6514478921890259, 0.6438864469528198, 0.659462034702301, 0.6401059627532959, 0.6313984990119934, 0.6340622901916504, 0.6250694990158081, 0.6268374919891357, 0.6344509720802307]","[0.6967761516571045, 0.6916159987449646, 0.686506986618042, 0.6815135478973389, 0.6766070127487183, 0.671765923500061, 0.6670070886611938, 0.6623197197914124, 0.6576987504959106, 0.6531369090080261, 0.648627758026123, 0.644224226474762, 0.639854371547699, 0.6355478763580322, 0.631258487701416, 0.6270754933357239, 0.6229857206344604, 0.6189482808113098, 0.6149502992630005, 0.6110148429870605, 0.6071553230285645]","[0.5123966932296753, 0.4958677589893341, 0.5289255976676941, 0.56611567735672, 0.56611567735672, 0.5743801593780518, 0.56611567735672, 0.6033057570457458, 0.5619834661483765, 0.5743801593780518, 0.5991735458374023, 0.6322314143180847, 0.6322314143180847, 0.6528925895690918, 0.6363636255264282, 0.64462810754776, 0.6942148804664612, 0.6570248007774353, 0.6859503984451294, 0.6776859760284424, 0.6363636255264282]","[0.5245901346206665, 0.5737704634666443, 0.5737704634666443, 0.5901639461517334, 0.6065573692321777, 0.6229507923126221, 0.6229507923126221, 0.6393442749977112, 0.6721311211585999, 0.7049180269241333, 0.7049180269241333, 0.7049180269241333, 0.7049180269241333, 0.7049180269241333, 0.7377049326896667, 0.7540983557701111, 0.7540983557701111, 0.7213114500045776, 0.7213114500045776, 0.7213114500045776, 0.7213114500045776]",18,3953
